,essay_id,full_text,score
4539,6f51437,"The so called ""Face"" on Mars is simply a landform created by nature. There are conspiracy theorists who like to believe that this is not true and NASA has something to hide. They also like to believe that because the images of the ""Face"" are not high quality photographs, that has something to do with hiding the secret of life on Mars. The fact of the matter is that there is no secret and if there was life on Mars, it would benefit NASA to share that knowledge to gain money for their space programs.

To start with, the ""Face"" on Mars is ""...the Martian equivalent of a butte or mesa -- landforms common around the American West."" The first sentence in paragraph twelve simply disproves that the ""Face"" on Mars could be anything mire than a face. Looking a little deeper into the text, it becomes clearer how NASA has nothing to hide when it comes to the ""Face"". By looking into paragraph two and paragraph three it becomes clearer that NASA has looked into this odd rock formation clearly and can see that there is nothing to hide from anyone.

Another argument that conspiracy theorists bring to the table is that the original images from the Viking were blurry, making it hard to see anything surrounding this rock formation. These theorists say this believing the images were purposely blurred in order to hide something from the public. The truth is that the Viking took its photo in 1976, the MGS in 1998 and again in 2001. Being that the newest image until 2001 was the one taken in 1998, it is obvious that there couldn't be high quality pictures taken from a spacecraft back then. Also, the image taken in 2001 is way more high definition and you can clearly see that the image depicts a simple rock formation. So, the argument that the blurry image is hiding something must be false.

In conclusion, none of the theories brought up against the pure facts laid out could conquer. The theory tree was easily chopped down but the mighty fact axe, becasue the conspirers could not bring any evidence to support their argument. Also finding how every argument that NASA has nothing to hide, and that the images clearly show nothing but a rock formation is clearly supported by evidence. Facts prove that there is no way the ""Face"" on Mars is anything other than a simple landform.",4
4540,3167320,"Luke should use these reason's to convince other people. The program helps with people in need, people around the world that need supplies, and livestock. The Seagoing Coyboys program is a program for helping other's.

The first reason is the program helps with people in need. Luke and Don go help people and sign up for program. Example-

Luke helped Katie's farm for checking the animals every night. Then he slipped and cracked his ribs so he coudn't work for a couple days. He also took care of cattle while on board.

The second reason is Luke going around the world. He went to many parts of Europe. In Greece he got drafted with the military. He went to China to help animals with crossings. In the Pacific and atlantic ocean he took care of animals, while going to Europe. There were alot things to do.

The last reason is Luke going around and giving supplies. In the first paragraph he worked a two- part job. Then when going to Europe he gave cattle to people or farmers. He probably gave them food and water. The reason is because is the end of WWII and buildings are down.

The Seagoing Cowboys program is a program for helping others. To sum marize the reasons. The program helps with people in need, the program goes around the world, and the program helps with livestock and supplies. Luke did a great thing to help with the world. ",2
4541,23eb690,"In the article ""Unmasking the Face on Mars"" it says that it seems to be a face on mars,but there is not. The ""face"" that we see on is just a natural land form. We can tell that by many ways. Some ways are that in 2001 we see a picture of the so called ""face of mars"" closer and see it is not something created by aliens.

One way we know that the landform on mars is not made by aliens is that; scientist took a sharper photograph of the ""face"" in 2001. NASA states,""What the picture actually shows is the martian equivalent of a butte or mesa-landforms common around the American West."" The scientist prove that the ""face"" is just a landform.

Also the article tells us that hollywood makes up a lot of these things about there being aliens. In paragraph five it says,""The ""Face on Mars"" has since become a pop icon. It has starred in a hollywood film, appeared in books,magazines, and radio talk shows..."" Hollywood makes up things like this to make us beleave in something just for them to make money.

Now on the other hand this could be true. Aliens could of put it there. The article even states,""Some people think the Face is

bona fide evidence of life on Mars-evidence that NASA would rather hide..."" There is a chance however,"" Meanwhile, defenders of the NASA budget wish there was an achient civilization on Mars.""

In the article it does state that there could be a ""Face"" on Mars made by aliens, but facts prove that the ""Face"" is just a natural landform. The picture took in 2001 proves alone that it is only a landform. So for now we know that Marvin the Martian isn't flying around building ancient civilizations.                     ",3
4542,cdf6869,"The face on Mars cannot be created by aliens if the NASA cameras did not see any people/aliens. On that fact if NASA did see any aliens on Mars they would have kept it top secret and wold have not showed the images to the world. Not saying its true but if NASA had shown an alien on Mars the world would freak out and we wold destroy each other.

Now tell me if you seen an alien on Mars what would you do?

All I am saying is in 1976 if aliens did make that face then why are we still here? Why haven't the aliens came yet ? Because if aliens were to make that face on Mars then that means they seen NASA's cameras circling their planet so they would've found a way to get them down. But I think it's a big pain in the butt to the people that think thier is alien life on a planet in our Solier System.

I also want to no part in this discussing because if you don't want to belive me that is on you to look crazy if front of the world so do what you think is best about it I have to get to back to work. ",2
4543,5cdef55,"Dear State Senator,

I feel a need to adress that changing election by popular vote for the president of the United States over keeping electoral votes is, in my opinion, better for the people because it brings the U.S's people together in many ways.

The people of the U.S deserve to make great decisions like these, on account of the fact that us, the people, make most of what we have in America today, and though we work hard and may have fights sometimes, we still make choices together,voting being one of them, and this unifies us even more. Allowing this will bring a sense of unification . We already consider doing selfless acts just to make peace. Example: Our taxes pay doctors', polices', etc. salaries. We at least deserve to decide who enforces laws.

Another thing, to begin this reasoning let this question be asked: What is the government doing right now, this very moment? Who really knows, for sure? Not us. The people of the U.S really haven't an honest clue what's really going on behind the government, so it wouldn't be too wise for us to entrust the government into completely making every decision, decisions in which we could perfectly make ourselves. So it not only gives us, the people, a sense of unification, it also gives a sense of direction so that we feel that we are not being blindly controlled by the government.

To commence the third reasoning let another question be asked: First, say for example that you work a double-shift, full-time, day and night just to keep food on your childrens' and wifes' plate, clothes on their backs, and a roof over their heads. When the bills roll in, your paycheck isn't won't arrive for weeks and you still haven't enough to pay, so you may have to work overtime if possible or pick up another job. No one gets rich off the government clearly, and yet we work so hard to just make it. Now here's the question: Doesn't it all feel worth it when the paycheck come in? Okay now for the deeper question: What is the sense or feeling you specifically get when you see you happy families' faces? Now for the point: Our work pays off. We work for the government (at least most of us does) together, whether to put bread on the table or otherwise. Now wouldnt it give us that sense of freedom that us hard workers get to make great decisions like these? It would. All of these things bring us together more than we might even think, whether its families, friends, or just us as a nation.

To conclude all of the reasonings of arguing to change election to popular vote for the president of the U.S which are the sensation of unification, direction, and freedom, I'd be obliged to state that this is just one thing that finally unifies and brings the U.S's people together. Those three senses that this gives us is a seemingly small, yet great difference. And even though most don't realize it, it's definitely there.    ",3
4544,2c8ea49,"The face on Mars wasn't created by aliens, in fact it has no connection to alien life form at all! When the face was first discovered no one had really known much about it so people started hopping to conclusions before anything could be proven or tested. That is until NASA started looking into this ""face on Mars"". The face is actually a huge rock formation . . . which resembles a human head . . . formed by shadows giving the illusion of eyes, nose, and mouth. That's it- simply a rock formation but the shadows casted upon the crevices gives the strange formation the appeal of a human face. When people began to become even more skepical, on April 8, 2001, NASA had the Mars Global Surveyor draw close enough to snap another picture of the face. The day was a cloudless summer day in Cydonia. NASA's serveyor camera had taken a crisp photo of the face in highest resolution. ""Each pixel in the 2001 image spans 1.56 meters, compared to 43 meters per pixel."" so you can discern things in a digital images three times better than the pixel size. So NASA, and the rest of the world, had a more clear and better picture of the face everyone was talking about. Although the face may seem strange, it could be a rather common landform for Cydonia. ""What the picture actually shows is the Martian equivalent of a butte or mesalandforms common around the American West."" Although this one may seem to stick out from the rest, it could merely be the shadows playing tricks on the human mind. ""Scientists figured it was just another Martian mesa, common enough around Cydonia, only this one had unusual shadows that made it look like an Egyptian Pharaoh."" The landform may very well be common around Mars, it's merely the shadows ghosting around the landform that causes it to look like a face! So in reality, there is no alien life form connected to this rock formation at all! ",3
4545,ea16a1a,"Why they invent Facial Action Coding System? Well in my personal opinion this is a good experiment for student, family, etc, because sometimes people do not want show they emotions or feeling, for example: If a girl of school that has depression or personal problems and she do not want talk abaut that with her teacher or consuler and this girl is thinking in kill herself, if the school have the Facial Action Coding System the professor can save her life, that a great experiment, but one thing is all school can't have it because are expense so this experiment can't help to all students or families that need.

In the article ""Making Mona Lisa Smile"" by Nick D'Alto, the Dr. Huang says ""The facial expressions for each emotion are universal"" he is trying to said that they experiment is not just for people, he is says that is universal so that mean is for all that have face or that the Facial Action Cording System can read emotions for example:The Facial Action can read the Renaissance painting, Mona Lisa.

In conclusion the

Facial Action Coding System is a veryy good option for school they can saves lifes, and evit masacres of students with that Facial Action and be a major country. ",2
4546,93632c3,"Venus, they say is our twin planet. Earth and Venus are close in density and size. Venus is sometimes easy to see from Earth. The planet is very diffilcult to study closely. NASA one day wants to have human life on Venus. One day maybe life will be better on Venus than Earth.

NASA has been trying to get a spacecraft to stay on Venus more than a few hours. ""On the planet's

surface, temperatures average over 800 degrees Fahrenheit."" As stated in the story. Venus has carbon dioxide clouds over the planet. ""The planet has a surface of rocky sediment and includes familiar features such a valleys, mountains, and craters."" As stated in the text.

NASA may have more imformation on how one day Venus could have humans on the planets in the furture. The story states that "" Many reasearchers are working on innovations that would allow our mahcines to last long enough to contribute meaningfully to our knowlege. More information will lead NASA to more ways of getting infoamtion of Venus and possibily a camera up there to see what the planet looks like. A lot of people are curious about the twin planet. ",2
4547,fc05c44,"Studying Venus may be an great idea to the author and it may be very needed.

Venus seems to have had some type intrest to some people such as the author who suggested studying the planet even if it means harming yourself should be acceptable.

The author believes that studying Venus is a worthy pursuit despite the dangers it presents. Venus is close to Earth and many don't really know this because Venus isn't talked about as much as it should be. The planet was descibed in the reading and the description seemed like it would may be an good idea to study Venus as it states in the text descibing Venus and I quote "" The planet has a rocky sediment and includes familiar features such as valleys,moutains, and craters"" this description gives you an inside view of how Venus looks on the inside.

Although many don't really think about Venus it's a very important planet and the author listed some very good pointers to think about that'll make you want to look more into the planet. The author stated and I quote

"" Astronomers are fasinated by Venus because it may well once have been the most Earth like planet"" the author believes that Vensus was once like earth and he thinks looking more into Venus can solve some unanswered concerns. There is a maybe that Venus may have had an ocean there as it states in the text "" Venus was probably covered largely with oceans and could have supported various forms of life"" this states that it seems to be life on Venus before. If there was life on Venus before beacuse of what their observing then studying Venus might not be so bad and the author may be right that despiting dangers studying Vensus is a good idea.

Studying Venus after all may not be a bad thing after all. The author gave many details and explained a lot about Venus that some mahy have never known about Venus. Venus is an over looked planet everybody knows of the planet Venus but nobody really knows the history behind the planet. The author explained that Venus seemed familiar and seems as if he's been there before. Venus looks much like Earth as if a human once lived there before as descibed in the passage. It seems like Venus is worth risking something dangerous happening to you just to study it because the author suggested it meaning he's down for what it takes to study this planet the right way.

In conclusion the author suggesting that studying Venus is a worthy pursuit shows how committed he is on studying the planet. The author suggested that looking past all of the dangers that comes with studying Venus is a good thing to do because there may have been life on Venus before. If there was life on Venus then studying the planet may give the people studying the planet some good informantion to back up their assumption of human living on the planet long ago.",4
4548,bcca4b1,"This article, ""Driverless Cars Are Coming"", should prove to anyone who reads it that the idea of driverless cars should not become an all out reality. The technology is simply not there and even in the future when our civilization is far more advanced, it is so easy for a mistake to be made in the manufacturing of these cars. Also, as humans, we would not cope well with having driverless cars. After years of getting used to them, they would be taken much better but in the begining it would simply be too hard for everyone to stay focused while at the wheel. Therefore, driverless cars, while very advanced, should not be manufactured.

The technology part of this project alone is enough for anyone to object. Cars are already dangerous enough with many people getting in accidents every day. These things could already easily kill a person, without putting all of this very sensitive technology into it. To make driverless cars happen, there would have to be a ridiculis amount of intricate technology worked into the car, and if one thing messes up, who's to say how much damage can be done? Putting all of our attention into our phones is one thing, but to put our lifes in the hands of a machine is much more of a risk.

Even if the technology worked, it would still need some sort of human control at first. Many humans can barely pay attention to the road when they are the only ones driving let alone when they are waiting for their turn to drive. Say, a driver has a particularly hard night and happens to fall asleep in the car on his way to pick up his child. If the warnings don't wake him up, this tiredness could cost many lives. This could result in lawsuits filed against the car manufacturer and others starting to fight and protest. Even in the article it asks, ""If the technology fails and someone is injured, who is at fault - the driver or the manufacturer"" (Paragraph 9)? This would be a tough situation to make laws on and a dificult thing to prove if the driver claims the technology failed. How would it be proven? People can barely handle driving now with the new technolgy that they have, and adding more would just make things more dangerous.

Driverless cars should not be manufactured. The technology that we have now is already making life more dificult in general, and adding to it would do less good than bad. There aren't even any claims to why it would be a benificial thing to our society. The reason for that is that it won't be benificial. Car manufacturers are doing it just for the sake of doing it and it could potentially be a very dangerous thing.              ",4
4549,9adc8c8,"The Seagoing Cowboys program is a good idea because you are able to explore many new places, you are able to help people, and you can serve your service as a Seagoing Cowboy if you are drafted to the military. From the amazing experience Luke had you should join the Seagoing Cowboys program.

It is an amazing opportunity to help people and to explore new places it also served as work if you were drafted to go to the military. Luke could help people because it was World War II in Europe and many countries were left in ruins so he had to help recover their food supplies, animals, and more. Luke also got to explore new places while being in the program he got to go to Europe and China he got to tour an excavated castle in Crete and see the Panama Canal on his way to China. When Luke was drafted but he didn't have to go to war because he served his service as a Seagoing Cowboy. This evidence proves that Being a Seagoing Cowboy is a great opportunity. Although, there are many dangers to the sea during this job such as slipping and possibly falling out of the ship. However, there are many more good things than bad thisng during this job it is hard but you get to help others whle putting yourself in danger.

Based on the evidence in the passage and what Luke's experience was like the Seagoing Cowboys program is an very good opportunity. It allows you to help others in need, it also lets you serve your service in the military if your are drafted, and during it you may also get to explore several new places you have never been.",3
4550,491d01e,"The Seagoing Cowboys they take care of the horses, Young cows , and mules that were shipped overseas. The countries were left in ruins after the war.

To help the countries recover their food supplies, animals, and more, 44 nations joined together. The countries formed together the UNRRA ; the UNRRA hired the Seagoing Cowboys. The Seagoing Cowboys hepl people that were affected by the World War ll.

When you join you travel almost all over the world. You can go to places and see things you never seen before. Working as a Seagoing Cowboy takes hard work. You can aslo find time to have fun on board, especially on retun trips after the animals had been unloaded. If you want you can also play sports such as baseball, Vollyball games Table-tennis tournaments, fencing, boxing, reand and whittling.

If you join youcan have fun and a adventure like you never had before. Also help thousands of people that are in need. Doing these things can help you open the world to yourself. It's a opportunity to help people of other countries ajnd their needs. You will be surprised of how many people you help and the great thngs the will happen and be seen.

I think you should become a Seagoing Cowboy to have the experince as Luke Bomberger. He worked hard and had lots of fun. You can meet new people too. Seagoing Cowboys can change Peoples lives of what happened to them. You can exlpore somethng new everyday.

This can be alot of fun. All you hve to do is become a Seagoing Cowboy. Then start you exciting adventure. You will aslo find some artifacts and memories that will treasure you forever. You can also see lots of animals and help them too. This can be a Opportunity of a lifetime. ",3
4551,e3dcfd6,"World war II was the start of development centering cars but; in the recent years the popularity as well as the traffice has gone down because of limiting car usage which have lots of advantages. Limiting the use of cars advantages are less air pollution and new communities

Initially, less car usage means less carbon emissions which leads to less air pollution. For example, Elisabeth Rosenthal author of "" The End of Car Culture"" wrote ""If the pattern persists and many sociologists believe it will it will have beneficial implications for carbon emmisions and the enviorment since transportation is the second largets source of America's emmisions..."". Limiting the use of cars will have a really big benefit on the enviorment by stopping more emmisions from damaging the O-zone layer. For example in Bogota, Colombia they have a day called ""Day Without Cars"" and Carlos Arturo Plaza a businessman who lives ther says ""It's a good opportunity to take away stress and lower air pollution."" from ""Car-free day is spinning into big hit in Bogota"" written by Andrew Selsky. People living there have seen the benefits of the limits on cars and thinks it's a really good thing for their cityand not even rain can stop people from participating says Bogota Mayor Antanas Mockus.

Additionally, these limititations have created new communities by building places that are very easy to get to. For example, Elisabeth Rosenthal author of ""In Germany Suburb, Life Goes On Without Cars"" wrote ""In this new approach, stores are placed a walk away on a main street, Rather than in malls along some distant highway."" With the new approach of limithing car usage things are built closer making many things accessible to everyone. For example, Andrew Selsky the author of ""Car-free day is spinning into big hit in Bogota"" wrote ""Parks and sports centers also have bloomed throughout the city uneven, pitted sidewalks have been replaced by smooth sidewalks; rush-hour restrictions dramatically cut traffic; and new restraunts and upscale shopping districts have cropped up."". With the changes of accessibility buissness owners have to come where the money is making everything more accessible and creating new things in the area. Building things closer attracts more people which means more homes being built and more families enoying the community.

Clearly, the advantages of limiting car usage is amazing because it means less air pollution and new communities. Limitations on car usage will benefit us and the world.    ",4
4552,6024733,"A man is driving in his car recklessly in a hurry to work. Not paying attention to the pedestrian crossing sign, he hits an innocent student crossing the street who later dies. It has been suggested that cars are more negative than positive. Perhaps we should decrease the amount of time we spend driving these machines. I believe that limiting car usage is a good thing for the people.

As source #2 states, ""Congestion was down 60 percent in the capital of France, after five days of smog."" This suggests thats cars can't be used in all conditions and it would be much safer to use a bike of simply walk. With the smog, the people of France didn't drive and there was over 50 percent less congestion on the road. In Paris, the government enforced partial bans to clear the air. On one day motorists with even-numbered license plates were ordered to leave thier cars at home, then the next day the same rule applied to odd-numbered plates. Deisel fuel was at blame for the smog since 67 percent of the vehicles in France uses it and the engines of these cars were giving off a lot of smoke. This issue can be avoided all around by using more environmet-friendlt ways of transportation.

Moving on to Source #4, it provides information that the number of miles driven in America peaked in 2005 and has dropped every year since then. Even with that being said, there are still thousands of crash related deaths each year. There's drunk driving, driving while texting, and texting hile too sleepy to focus, and all situations lead to deaths. Driving is a very dangerous responsibility that gets people killed. There are other ways to get from Point A to Point B, although they might not be as quick.

Those who are attached to their Ford trucks or convertable Mustangs may say something along the line of ""I'm a responsible driver, so I won't get in a wreck."" But you never know what  could happen. It's much safer to take a train or bus where there's less traffic.

Car usage, the poison of society, kills the innocent. Pedestrians across the globe are at risk of careless drivers. If nothing is done, more lives will be taken and the air will continue to be polluted.    ",4
4553,da71454,"Today, we depend on cars for transportation. We never consider walking or taking a bus until we realize it's our only option. As teenagers we use cars as a gateway to independence and freedom. Little do we know that there are many advantages to the limiting of car usage. Advantages to these limitations are it's better for the environmemnt, it provides a safer city, and it helps financially.

Creating a better environment starts with the decisions we make. When we decide to take our cars for a 2 mile trip, that could be walked, we are polluting the air in our city. For example, source 2 explains that the air in Paris became highly polluted due to the overuse of automobiles. ""Paris enforced a partial driving ban to clear the air of the global city"". One day motorists with even-numbered plates would leave their cars home and the following day people with odd-numbered plates would do the same. This decreased the amount of congestion by sixty percent within five days. Source 1 states that cars are responsible for twelve percent of greenhouse gas emissions in Europe and up to fifty percent in the United States. Source 3 states that in Bogota, Colombia, after their Day Without Cars, parks and sports centers flourished throughout the city and uneven sidewalks were repaved to make them more smooth and broad. The avoidance of car usage can improve our environment dramatically.

Safety is a very important factor in our lives. Often times our safety is put at risk when we are in a car and we don't realize it. Without the use of cars, we wouldn't have to worry about car accidents, traffic jams, etc.    ",2
4554,5b8ecef,"As time goes on technology improves day by day, we live in a world where technology plays a big role in our lives. Whoever woud have known that technology would get so advanced that even computers can read our emotions. Yeah that's right, a new software called Facial Action Coding System is able to detect our emotions by creating a 3D model of our face and recording our 44 muscle movements. This type of software should be allowed in schools to help teachers identify students who struggle in their classes.

The Facial Action Coding System has promising results and was able to detect Mono Lisa's emotions, ""She's 83 perecent happy, 9 perecent disgusted, 6 percent fearful, and 2 percent angry"" (D'Alto 1). This was a test conducted by Prof. Thomas Huang and Prof. Nicu Sebe. These are two professers that develop better ways for human and computers to comminicate. With the help of these professors the software FACS can detect ""happiness, surprise, anger, disgust, fear, and sadness"" (D'Alto 3). In other words it can detect emotions and that could be very useful in classrooms.

Another point why I believe this software is valuale in a classroom is because in paragraph 6 Dr. Huang said "" a classroom computer could recognize when a student is becoming confused or bored"" (D'Alto 6). This is a very helpful tool because students are very shy, scared, and nervous when it comes to speaking up or asking questions, Dr. Haung pointed out that ""most human communication is nonverbal, including emotional communucation"" (D'Alto 6). What is being said is that people do not comminicate verbaly or emotionaly and they want computers to know that. With FACS software's in classrooms it can help identefy and improve students education.

Last but not least in paragraph 8 it was said that ""faces don't lie; these muscle clues are sometimes used to spot when a smiling politician or celebrity isn't being truthful"" (D'Alto 8). What this is saying is that their facial recognition software never fails to detect when someone is lying and that faces do not lie. This could be used to identify if a student is being honest or is lying about what they have done.

In conclusion there are many benifits allowing Facial Action Coding System in classrooms. This software can detect students emotions, when teachers can not. FACS can also notice when someone is not being honest and this could be used to test students to see if they are trustworthy or not. I see nothing but positive outcomes of this software and I look forward to seeing this in future classrooms. ",4
4555,c85ac45,"Luke became a Sea Cowboy because he can take care of the horses,young cows,and mules that where shipped overseas. So Luke and Don signed up. Luke turned 18 before arriving in greece. Luke Bumberger had 2-part time jobs. Luke's life changed soon arter he got out of high school graduation.

In August they recived orders to report to New Orleans. In August they arrived when the Pacific war eneded. In 1947 Luke made nine trips. Luke just noticed that he was on the cattle-boat trip. W.Wooster, headed for Greece-with a cargo of 335 horses.

It took about two weeks to cross the Atlantic Oceanfrom eastern coast of the United States and a mouth to get to china. They had to get fed and watered two to three times a day. Bales of hay and bags of oats had to be pulled up fromthe lower holds of the ship. Stalls had to be claened. Luke also found time to have fun on board,especially on return trips after the animals had been unloaded. Cowboys played baseball and volleyball games in the empty holds where animals had been housed. Table-tennis tournaments,rencing,boxing,reading,and games also helped pass the time.

But being a Seagoing Cowboy was much more than an advance for Luke Bomberger. It opened up the world to him. I'm grateful for the opportunity,"" he says. And that awareness stayed with him,leading his family to host a number of international students and exchange vistitor for many years.         ",1
4556,6017fea,"I really don't like this new computer thing at all. i think that it is something private and I wouldn't want to have somebody look at my emotions and see what I am feeling. What about if somebody is sad but they just don't want to talk about it. Somebody might bring it up in class saying ""Kiah is sad"" or ""What's wrong with Kiah"" I would not want to have a teacher ask me what's wrong in front of all of my classmates. I can see it if people might want to use it to see if the students are bored with their class work but other than that I would not like it at all.

For example, when the author says ""The Mona lisa demonstration is really intended to bring a smile to your face. while it shows just how much the computer can do."" i don't agree with that at all it should be your right to say that you don't want to have people ask if you are okay. This new computer would not make me smile it would make me angry. I think that they should only do it on paintings and not on real life people. I also think if they do this new computer thing a lot of people would be angry,

In conclusion, i do not like the idea of the computer where it can tell what emotions you are feeling. It is an invasion of your pricavy. Like I said before they should only do it on paintings and not on real life people. ",3
4557,bc61202,"This is why the face on Mars is just a natural landform and was not created by aliens. How would aliens create a face? Unless, it was their face,I dont think that they could create that. It could've even have been one of their faces. This is my argument on why this face on Mars is just a natural landform and not something created by aliens.

First, in the text it says that when NASA ended up getting a picture people were not satisfied becuase they think that there wasn't enough evidence in that picture becuase it was a cloudy time on Mars. They didn't want people jumping to conclusions so they wanted NASA to send cameras out during the time of year when it was very clear. They thought that since it was cloudy and the picture wasn't too clear they think that there was evidence of alien markings were out there hidden.

Second, when they sent out the cameras on a very clear summer day, it got them a better look but not what some of the people wanted to see. In the picture it showed us that the face looked like the Martian equivalent of a butte or mesa- landforms common around the American West. If scientists are finding common landforms, it is just more evidence that aliens did not create this realistic looking face.

Thirdly, in the text it also gives us more information to back NASA and other scientists up on this face just being a natural landform. It says that Garvin a scientist states that ""It reminds me most of Middle Butte in the Snake River Plain of Idaho, that's a lava dome that takes the form of an isolated mesa about the same height as the Face on Mars."" If the landforms they are finding very similar to the Face on Mars, is showing more characteristics that are extreamly alike, it is most likely just a natural landform.

I can also understand where the people that think aliens made it are coming from. They think oh well since it looks like a face it must be a face. It also says that in the text that the Face on Mars has become a pop icon. It has starred in many things like a Hollywood film. books, magazines, radio talk shows and even , haunted grocery store checkout lined for twenty five years! So with all of that going on I can tell how you would be influenced with the internet and everything.

These are my reasonings on why the Face on Mars in just a natural landform and not something created by aliens. I hope that I got the point across on why it would be a natural landform. With all of the time, reaserch and even money that scientists and NASA have put into this, that you would just believe them becuase actual reaserch and evidnece is more factual then just some magizine or movie film. We dont even have any evidence to prove that aliens are real and that there was even life on Mars, so why would you want to beleive something that a lot of people are very optimistic and skeptical on? That is why I beleive that the Face on Mars is just a natural landorm.",4
4558,645077f,"Cars are seen and used every day. You most likely drove in a car or rode in one coming to school or work. But these little motors are harming us little by little by damaging the environment. So what are the advantages of Limiting car usage?

I believe that limiting car usage is an important factor nowadays. Driving causes pollution which in fact harms our environment(14). Paris actually banned driving for a couple of days due to smog , which is a type of pollution. Paris motorists would have to pay a fine of 22-euros or $31 just to drive there cars(11). Paris has more smog than other European capitals(17). After all of this hard work of limiting car use, the smog actually cleared and people did not have to pay to drive anymore(19). Is limiting car usage helpful?

(""Paris bans driving due to smog"" by Robert Duffer)

Now what if we stop driving all together? According to this artical ""In German Suburbs, life goes on without cars"" by Elisabeth Rosenthal, The Residents of Vauban have given up their cars(1). Matter of fact the people of Vauban dont really drive at all but instead people use trams and other forms of transportations(2). By doing this you can be on the environments side instead of fighting it. ( ""In German Suburbs, life goes on without cars"" by Elisabeth Rosenthal)

How about a whole day of not using your car? Well that is currently happening in the city of Bogota , Colombia. Imagine all your friends and family riding bikes ,skating ,and even jogging to work or school. wouldn't that be cool?(20)  ""It's a good opportunity to take away stress and lower air pollution"" Said Businessman Carlos Artura  (24). Even other cities joined with the event . Now we have to bring this even to the United States. (""Car-Free day is spinning into a big hit in Bogota"" By Andrew Selsky

I belive that Limiting car use is a great advantage. We have Countrys making days that Avoids driving. ""Car-Free day is spinning into a big hit in Bogota"" By Andrew Selsky .                            ",3
4559,c7ed399,"Joining the Seagoing Cowboys Program is one big honor, and a very tough one. It can be fun and exciting to! There can be serious times, this is a job for saving people and animals so in these times you have to be focsed. There are also times that are just incredible, in your spare time you can go sight seeing.

I, myself went to China and Eruope. Though that wasn't all, for me I thought going to Arcopolis in Greece was awesome. So was taking a trip to a gondola ride in Vinice, Italy, which is a city with streets of water, it was amazing! I also went to a castle in Crete and the Panama Canal on my way to China.

Joining the Seagoing Cowboys Program can also be a bucket full of fun!

Especially when were on our return trips after the animals have been unloaded. We (The cowboys) played a bunch of fun games that keeped us ocupied and having fun! We played some of our sports were there was empty hold were the animals had been housed. In those places we played sports such as baseball and vollyball. We also played Table-Tennis tournaments, boxing , fencing , and whittling. Reading was another thing to do to pass the time, but not as fun as the sports!

Joining this place will give you a lot of memorise to remember, such as saving animals or even people. You will have memorise of fun times or the sad. Or times you've fallen, or the times you've fallen and gotten up. It doesn't matter what kind of memorise they are, you will never forget them.

I know I will never forget the memorise that I have made here they are truly unforgetable. If you join you will make a differnce and one you will never forget. So I recomend you to sign up, to make a differnce in the word and to help the people and animals in need. We always have space for new recuits, so sign up today! One thing that I can asure you is that you won't regret it, I promise. So What are you waiting for? Hurry up and make a differnce!            ",3
4560,198070f,"On the planet surface of Venus, ""temperatures average over 800 dgrees Farhrenheit, and the atmospheric pressure is 90 times greater than what we experience on our own planet.""(The Challenge of Exploring Venus).These harsh conditions are not meant for any human to experience but is the knowledge of this unique planet worth the risks? In the passage The Challenge of Exploring Venus, the author suggests that Venus is a worthy pursuit despite the dangers. He supports this idea by explaining the dangers and background of Venus then by telling the plan of making it work and the reason why.

To begin the story, the author presents background information on Venus including its relation to Earth and the solar system. Then goes on to explain the difficulties that have been present in trying to explore this planet. It states in paragraph 2, ""Each previous mission was unmanned, and for a good reason, since no spacecraft survived the landing for more than a few hours.""(The Challenge of Exploring Venus). This quote simply speaks for itself but was not used accidently because it lets the reader infer how serious the conditions are on Venus. The fact that a spaceship, made out of materials specifically for exploring space, couldn't survive the landing shows how fatal this planet can be.

After reviewing all of the conditions and background of this planet, the mission to study this planet is still, or even more, prioritized then if these details weren't known. Most humans are very stubborn and once they have the desire to do something, it doesn't go away until that thing happens. This heavily relates to scientists and explorers, because part of their job is to discover things and help things make sense. Another crontributer is curiosity, most explorers are full of it and if they aren't they probably don't enjoy their job much. As it says in paragraph 8, ""Striving to meet the challenge presented by Venus has value, not only because of the insight to be gained on the planet itself, but also because human curiosity will likely lead us into many equally intimidating endeavors.""(The Challenge of Exploring Venus) Not only will the success of studying the planet satisfy their curiosity of it, but it will lead to more discoveries and curiosities to make things even more worthwhile.

Throughout the story, the author supports the idea that the dangers of Venus are worth the risk if it means being able to study and discover new things. If humans didn't have curiosity life would be boring, it would be the same thing all the time no one would have the urge to do something new or figure something out.

Scientists are working together and brainstorming ideas to make the study of Venus possible not only to satisfy themselves but to help others in new discoveries. Imagine a life without living, sometimes dangerous things are worth the risk if it leads to a longlasting prize.    ",4
